CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,Post,District,Neighborhood,Location 1,crimeCaseNumber
8/9/14,2241,1F,1300 E LAFAYETTE AV,HOMICIDE,FIREARM,343,EASTERN,Oliver,"(39.3104500000, -76.6009000000)",
8/9/14,2343,1K,1500 MARSHALL ST,HOMICIDE,KNIFE,942,SOUTHERN,South Baltimore,"(39.2720700000, -76.6124500000)",
8/7/14,2050,1K,4100 CHATHAM RD,HOMICIDE,KNIFE,621,NORTHWESTERN,Dorchester,"(39.3304600000, -76.6873100000)",
8/5/14,59,1F,500 N MONROE ST,HOMICIDE,FIREARM,722,WESTERN,Midtown-Edmondson,"(39.2941300000, -76.6473000000)",
8/3/14,2349,1F,500 SHERIDAN AV,HOMICIDE,FIREARM,524,NORTHERN,Woodbourne-McCabe,"(39.3546600000, -76.6096400000)",
8/1/14,150,1F,500 YALE AV,HOMICIDE,FIREARM,833,SOUTHWESTERN,Yale Heights,"(39.2773100000, -76.6864500000)",
8/1/14,1551,1F,3600 OLD YORK RD,HOMICIDE,FIREARM,543,NORTHERN,Waverly,"(39.3323800000, -76.6078900000)",
7/31/14,101,1F,900 N MONROE ST,HOMICIDE,FIREARM,722,WESTERN,Midtown-Edmondson,"(39.2991200000, -76.6475700000)",
7/31/14,2344,1F,4700 WILERN AV,HOMICIDE,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3445800000, -76.6736100000)",
7/30/14,25,1F,4900 REISTERSTOWN RD,HOMICIDE,FIREARM,613,NORTHWESTERN,Lucille Park,"(39.3421700000, -76.6780000000)",
7/26/14,1535,1F,2200 W SARATOGA ST,HOMICIDE,FIREARM,714,WESTERN,Penrose/Fayette Street Outreach,"(39.2917900000, -76.6522200000)",
7/23/14,2316,1F,3300 DORITHAN RD,HOMICIDE,FIREARM,643,NORTHWESTERN,East Arlington,"(39.3308500000, -76.6683400000)",
7/20/14,1347,1K,1200 E LAFAYETTE AV,HOMICIDE,KNIFE,343,EASTERN,Oliver,"(39.3103800000, -76.6024600000)",
7/17/14,1901,1O,2900 DENHAM CIRCLE SOUTH,HOMICIDE,OTHER,922,SOUTHERN,Cherry Hill,"(39.2442500000, -76.6271000000)",
7/17/14,2309,1F,5000 QUEENSBERRY AV,HOMICIDE,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3489800000, -76.6711500000)",
7/17/14,2352,1F,5300 GOODNOW RD,HOMICIDE,FIREARM,443,NORTHEASTERN,Frankford,"(39.3235700000, -76.5430600000)",
7/16/14,358,1F,2200 CEDLEY ST,HOMICIDE,FIREARM,921,SOUTHERN,Westport,"(39.2636500000, -76.6317000000)",
7/16/14,550,1K,3400 PIEDMONT AV,HOMICIDE,KNIFE,641,NORTHWESTERN,Hanlon-Longwood,"(39.3163000000, -76.6748000000)",
7/16/14,2218,1F,3600 DOLFIELD AV,HOMICIDE,FIREARM,643,NORTHWESTERN,Dolfield,"(39.3361100000, -76.6754400000)",
7/16/14,2332,1F,3500 WINDSOR MILL RD,HOMICIDE,FIREARM,812,SOUTHWESTERN,Mount Holly,"(39.3113800000, -76.6756100000)",
7/15/14,1649,1F,2200 WINDSOR AV,HOMICIDE,FIREARM,731,WESTERN,Mondawmin,"(39.3128200000, -76.6536100000)",
7/8/14,1610,1F,3000 SPAULDING AV,HOMICIDE,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3493000000, -76.6731400000)",
7/5/14,15,1F,2500 CHRISTIAN ST,HOMICIDE,FIREARM,841,SOUTHWESTERN,Millhill,"(39.2799000000, -76.6553000000)",
7/5/14,1059,1F,300 FOLCROFT ST,HOMICIDE,FIREARM,241,SOUTHEASTERN,Bayview,"(39.2900000000, -76.5419500000)",
7/5/14,1950,1F,1500 WHITELOCK ST,HOMICIDE,FIREARM,733,WESTERN,Penn North,"(39.3109900000, -76.6404700000)",
7/4/14,22,1K,1300 N PATTERSON PARK AV,HOMICIDE,KNIFE,331,EASTERN,Broadway East,"(39.3058900000, -76.5855300000)",
7/4/14,1703,1F,3200 CHELSEA TER,HOMICIDE,FIREARM,642,NORTHWESTERN,Concerned Citizens Of Forest Park,"(39.3238200000, -76.6833300000)",
7/1/14,2351,1O,5800 REISTERSTOWN RD,HOMICIDE,OTHER,631,NORTHWESTERN,Reisterstown Station,"(39.3507500000, -76.6946700000)",
6/29/14,1900,1F,800 ALLENDALE ST,HOMICIDE,FIREARM,844,SOUTHWESTERN,Edgewood,"(39.2974400000, -76.6785400000)",
6/29/14,1900,1F,800 ALLENDALE ST,HOMICIDE,FIREARM,844,SOUTHWESTERN,Edgewood,"(39.2974400000, -76.6785400000)",
6/29/14,2352,1F,1300 WARD ST,HOMICIDE,FIREARM,932,SOUTHERN,Washington Village/Pigtown,"(39.2801900000, -76.6348700000)",
6/27/14,1600,1F,2500 LOYOLA NORTHWAY,HOMICIDE,FIREARM,533,NORTHERN,Greenspring,"(39.3397600000, -76.6610000000)",
6/26/14,1052,1F,3600 W COLD SPRING LA,HOMICIDE,FIREARM,643,NORTHWESTERN,Ashburton,"(39.3359600000, -76.6755000000)",
6/21/14,211,1F,0 S MONASTERY AV,HOMICIDE,FIREARM,842,SOUTHWESTERN,Saint Josephs,"(39.2863000000, -76.6783800000)",
6/21/14,1341,1F,1500 WINSTON AV,HOMICIDE,FIREARM,413,NORTHEASTERN,Stonewood-Pentwood-Winston,"(39.3501200000, -76.5900400000)",
6/16/14,2227,1F,100 S PAYSON ST,HOMICIDE,FIREARM,934,SOUTHERN,Carrollton Ridge,"(39.2859800000, -76.6485700000)",
6/14/14,1715,1F,1500 E BIDDLE ST,HOMICIDE,FIREARM,343,EASTERN,Oliver,"(39.3041900000, -76.5978700000)",
6/8/14,418,1F,500 RICHWOOD AV,HOMICIDE,FIREARM,524,NORTHERN,Richnor Springs,"(39.3470500000, -76.6095500000)",
6/8/14,2010,1F,4100 PRIOR AV,HOMICIDE,FIREARM,422,NORTHEASTERN,Belair-Parkside,"(39.3295500000, -76.5681700000)",
6/7/14,1110,1K,2400 E OLIVER ST,HOMICIDE,KNIFE,331,EASTERN,Broadway East,"(39.3079300000, -76.5838800000)",
6/6/14,1211,1K,3400 REISTERSTOWN RD,HOMICIDE,KNIFE,612,NORTHWESTERN,Park Circle,"(39.3272500000, -76.6589800000)",
6/3/14,2,1F,3700 REISTERSTOWN RD,HOMICIDE,FIREARM,612,NORTHWESTERN,Park Circle,"(39.3302700000, -76.6613400000)",
6/3/14,626,1O,1400 FILLMORE ST,HOMICIDE,OTHER,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3221000000, -76.6002800000)",
6/2/14,1554,1F,3700 COTTAGE AV,HOMICIDE,FIREARM,612,NORTHWESTERN,Park Circle,"(39.3316700000, -76.6588000000)",
6/2/14,2323,1F,2200 BROOKFIELD AV,HOMICIDE,FIREARM,133,CENTRAL,Reservoir Hill,"(39.3131200000, -76.6332100000)",
6/1/14,2334,1K,1800 N FULTON AV,HOMICIDE,KNIFE,742,WESTERN,Sandtown-Winchester,"(39.3089400000, -76.6464800000)",
6/1/14,2249,1F,100 S KOSSUTH ST,HOMICIDE,FIREARM,842,SOUTHWESTERN,Saint Josephs,"(39.2853500000, -76.6768100000)",
5/31/14,159,1K,0 S STOCKTON ST,HOMICIDE,KNIFE,931,SOUTHERN,Hollins Market,"(39.2872800000, -76.6373900000)",
5/31/14,1204,1F,100 DENISON ST,HOMICIDE,FIREARM,843,SOUTHWESTERN,Allendale,"(39.2887800000, -76.6766200000)",
5/27/14,2103,1O,1900 W FRANKLIN ST,HOMICIDE,OTHER,722,WESTERN,Midtown-Edmondson,"(39.2938500000, -76.6476900000)",
5/27/14,2103,1O,1900 W FRANKLIN ST,HOMICIDE,OTHER,722,WESTERN,Midtown-Edmondson,"(39.2938500000, -76.6476900000)",
5/26/14,145,1F,0 S MOUNT ST,HOMICIDE,FIREARM,933,SOUTHERN,Union Square,"(39.2868900000, -76.6437400000)",
5/24/14,114,1F,2300 FREDERICK AV,HOMICIDE,FIREARM,842,SOUTHWESTERN,Shipley Hill,"(39.2848300000, -76.6528000000)",
5/23/14,2134,1F,1600 GERTRUDE ST,HOMICIDE,FIREARM,813,SOUTHWESTERN,Northwest Community Action,"(39.3060500000, -76.6645600000)",
5/22/14,2152,1F,2800 EDMONDSON AV,HOMICIDE,FIREARM,721,WESTERN,Mosher,"(39.2945100000, -76.6630200000)",
5/21/14,501,1F,2600 PARK HEIGHTS TER,HOMICIDE,FIREARM,533,NORTHERN,Greenspring,"(39.3386000000, -76.6616100000)",
5/21/14,2306,1F,900 N CAROLINE ST,HOMICIDE,FIREARM,313,EASTERN,Gay Street,"(39.3005000000, -76.5977800000)",
5/17/14,1633,1F,5100 ELMER AV,HOMICIDE,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3469000000, -76.6779000000)",
5/16/14,1212,1F,0 E CHASE ST,HOMICIDE,FIREARM,141,CENTRAL,Mid-Town Belvedere,"(39.3023800000, -76.6150400000)",
5/15/14,2334,1F,3400 DUDLEY AV,HOMICIDE,FIREARM,432,NORTHEASTERN,Belair-Edison,"(39.3225200000, -76.5639300000)",
5/12/14,106,1F,4800 ABERDEEN AV,HOMICIDE,FIREARM,443,NORTHEASTERN,Frankford,"(39.3196400000, -76.5509300000)",
5/11/14,107,1F,1400 N Patterson Park Av,HOMICIDE,FIREARM,331,EASTERN,Broadway East,"(39.3068500000, -76.5856600000)",
5/11/14,2143,1F,2400 ANNOR CT,HOMICIDE,FIREARM,921,SOUTHERN,Westport,"(39.2623600000, -76.6410700000)",
5/9/14,452,1F,3400 WILKENS AV,HOMICIDE,FIREARM,832,SOUTHWESTERN,Saint Agnes,"(39.2729600000, -76.6741300000)",
5/7/14,2358,1K,2100 GARRISON BLVD,HOMICIDE,KNIFE,812,SOUTHWESTERN,Mount Holly,"(39.3114600000, -76.6751000000)",
5/6/14,2151,1F,2400 WELLBRIDGE DR,HOMICIDE,FIREARM,423,NORTHEASTERN,Hamilton Hills,"(39.3676700000, -76.5636000000)",
5/5/14,1638,1F,2300 E MONUMENT ST,HOMICIDE,FIREARM,221,EASTERN,McElderry Park,"(39.2987300000, -76.5842500000)",
5/3/14,132,1K,0 W BALTIMORE ST,HOMICIDE,KNIFE,111,CENTRAL,Downtown,"(39.2895400000, -76.6153300000)",
5/3/14,1758,1F,2500 HURON ST,HOMICIDE,FIREARM,921,SOUTHERN,Mount Winans,"(39.2622500000, -76.6436000000)",
5/3/14,2320,1F,1300 W LAFAYETTE AV,HOMICIDE,FIREARM,743,WESTERN,Sandtown-Winchester,"(39.2990500000, -76.6393300000)",
4/27/14,210,1K,1900 N MONROE ST,HOMICIDE,KNIFE,731,WESTERN,Mondawmin,"(39.3102000000, -76.6482100000)",
4/27/14,356,1O,1900 E NORTH AV,HOMICIDE,OTHER,331,EASTERN,Broadway East,"(39.3122800000, -76.5909900000)",
4/22/14,105,1F,600 ROUNDVIEW RD,HOMICIDE,FIREARM,922,SOUTHERN,Cherry Hill,"(39.2481800000, -76.6203600000)",
4/18/14,1711,1F,1900 W LANVALE ST,HOMICIDE,FIREARM,722,WESTERN,Midtown-Edmondson,"(39.2975800000, -76.6475100000)",
4/17/14,1936,1F,1600 N WOLFE ST,HOMICIDE,FIREARM,331,EASTERN,Broadway East,"(39.3088300000, -76.5915500000)",
4/16/14,1754,1F,2300 LYNDHURST AV,HOMICIDE,FIREARM,641,NORTHWESTERN,Windsor Hills,"(39.3136700000, -76.6835600000)",
4/15/14,1355,1O,6200 ERDMAN AV,HOMICIDE,OTHER,241,SOUTHEASTERN,Pulaski Industrial Area,"(39.3013900000, -76.5435400000)",
4/14/14,2040,1K,5100 YORK RD,HOMICIDE,KNIFE,524,NORTHERN,Winston-Govans,"(39.3502300000, -76.6096700000)",
4/8/14,1859,1K,1500 PENNSYLVANIA AV,HOMICIDE,KNIFE,123,CENTRAL,Upton,"(39.3020400000, -76.6328500000)",
4/6/14,850,1F,2800 KIRK AV,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3241100000, -76.5961000000)",
4/4/14,1424,1F,1000 HOLLINS ST,HOMICIDE,FIREARM,931,SOUTHERN,Hollins Market,"(39.2876800000, -76.6347700000)",
4/3/14,2300,1F,2600 GROGAN AV,HOMICIDE,FIREARM,332,EASTERN,Berea,"(39.3064600000, -76.5808800000)",
3/31/14,2044,1F,6100 FORTVIEW WY,HOMICIDE,FIREARM,243,SOUTHEASTERN,O'Donnell Heights,"(39.2776600000, -76.5426100000)",
3/27/14,225,1K,2000 ALICEANNA ST,HOMICIDE,KNIFE,213,SOUTHEASTERN,Fells Point,"(39.2837600000, -76.5885300000)",
3/25/14,2232,1F,3800 8TH ST,HOMICIDE,FIREARM,913,SOUTHERN,Brooklyn,"(39.2332100000, -76.6004400000)",
3/14/14,2032,1F,2900 E EAGER ST,HOMICIDE,FIREARM,323,EASTERN,Madison-Eastend,"(39.3020700000, -76.5767800000)",
3/8/14,2104,1K,2600 MURA ST,HOMICIDE,KNIFE,332,EASTERN,Berea,"(39.3053900000, -76.5808000000)",
3/7/14,944,1F,2800 PRESBURY ST,HOMICIDE,FIREARM,813,SOUTHWESTERN,Northwest Community Action,"(39.3072100000, -76.6650100000)",
3/1/14,1758,1O,3600 SEVEN MILE LA,HOMICIDE,OTHER,631,NORTHWESTERN,Fallstaff,"(39.3670500000, -76.7081600000)",
2/25/14,1938,1F,700 N AUGUSTA AV,HOMICIDE,FIREARM,844,SOUTHWESTERN,Edmondson Village,"(39.2956400000, -76.6851000000)",
2/24/14,7,1F,2400 WILGREY CT,HOMICIDE,FIREARM,921,SOUTHERN,Westport,"(39.2636100000, -76.6406800000)",
2/23/14,2004,1F,5100 CORDELIA AV,HOMICIDE,FIREARM,613,NORTHWESTERN,Langston Hughes,"(39.3445400000, -76.6801700000)",
2/21/14,1617,1F,400 N PATTERSON PARK AV,HOMICIDE,FIREARM,321,EASTERN,CARE,"(39.2956800000, -76.5849700000)",
2/11/14,713,1F,3900 THE ALAMEDA,HOMICIDE,FIREARM,412,NORTHEASTERN,Ednor Gardens-Lakeside,"(39.3362000000, -76.5979500000)",
2/11/14,2042,1F,500 E 35TH ST,HOMICIDE,FIREARM,543,NORTHERN,Waverly,"(39.3309700000, -76.6089100000)",
2/10/14,2045,1F,1500 PENNSYLVANIA AV,HOMICIDE,FIREARM,123,CENTRAL,Upton,"(39.3025900000, -76.6335300000)",
2/9/14,138,1K,400 E BALTIMORE ST,HOMICIDE,KNIFE,111,CENTRAL,Downtown,"(39.2897800000, -76.6096500000)",
2/6/14,1428,1O,4000 PENHURST AV,HOMICIDE,OTHER,621,NORTHWESTERN,West Arlington,"(39.3386700000, -76.6859200000)",
2/5/14,800,1F,600 S PONCA ST,HOMICIDE,FIREARM,242,SOUTHEASTERN,Greektown,"(39.2855700000, -76.5548300000)",
1/31/14,724,1K,400 S ELLWOOD AV,HOMICIDE,KNIFE,231,SOUTHEASTERN,Highlandtown,"(39.2872100000, -76.5729600000)",
1/30/14,129,1F,900 S CLINTON ST,HOMICIDE,FIREARM,232,SOUTHEASTERN,Canton,"(39.2823700000, -76.5697400000)",
1/30/14,1010,1F,1500 COLE ST,HOMICIDE,FIREARM,935,SOUTHERN,New Southwest/Mount Clare,"(39.2822700000, -76.6406700000)",
1/30/14,1010,1F,1500 COLE ST,HOMICIDE,FIREARM,935,SOUTHERN,New Southwest/Mount Clare,"(39.2822700000, -76.6406700000)",
1/30/14,1849,1F,4100 WALRAD ST,HOMICIDE,FIREARM,833,SOUTHWESTERN,Irvington,"(39.2800100000, -76.6836400000)",
1/28/14,1229,1F,5200 DENMORE AV,HOMICIDE,FIREARM,633,NORTHWESTERN,Arlington,"(39.3487000000, -76.6780500000)",
1/27/14,2034,1F,600 E 38TH ST,HOMICIDE,FIREARM,543,NORTHERN,Waverly,"(39.3355700000, -76.6073100000)",
1/25/14,59,1K,200 N PAYSON ST,HOMICIDE,KNIFE,714,WESTERN,Penrose/Fayette Street Outreach,"(39.2905500000, -76.6488400000)",
1/25/14,2335,1F,1900 E 28TH ST,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3238900000, -76.5894800000)",
1/18/14,507,1K,2000 WHEELER AV,HOMICIDE,KNIFE,731,WESTERN,Mondawmin,"(39.3107100000, -76.6557600000)",
1/17/14,657,1F,300 ILCHESTER AV,HOMICIDE,FIREARM,513,NORTHERN,Harwood,"(39.3227800000, -76.6123900000)",
1/12/14,2313,1F,3900 EDGEWOOD RD,HOMICIDE,FIREARM,643,NORTHWESTERN,East Arlington,"(39.3311600000, -76.6703300000)",
1/12/14,2157,1F,3600 REISTERSTOWN RD,HOMICIDE,FIREARM,612,NORTHWESTERN,Park Circle,"(39.3289500000, -76.6603400000)",
1/11/14,400,1F,100 E MADISON ST,HOMICIDE,FIREARM,142,CENTRAL,Mount Vernon,"(39.2986900000, -76.6138300000)",
1/10/14,158,1F,2200 MARYLAND AV,HOMICIDE,FIREARM,514,NORTHERN,Old Goucher,"(39.3143400000, -76.6181700000)",
1/10/14,957,1K,2500 FREDERICK AV,HOMICIDE,KNIFE,842,SOUTHWESTERN,Shipley Hill,"(39.2832700000, -76.6561600000)",
1/10/14,1806,1F,7000 MC CLEAN BLVD,HOMICIDE,FIREARM,423,NORTHEASTERN,Hamilton Hills,"(39.3710000000, -76.5670400000)",
1/9/14,1458,1F,500 S SMALLWOOD ST,HOMICIDE,FIREARM,841,SOUTHWESTERN,Carrollton Ridge,"(39.2813000000, -76.6508800000)",
1/8/14,2224,1F,5300 EASTBURY AV,HOMICIDE,FIREARM,443,NORTHEASTERN,Frankford,"(39.3217400000, -76.5508000000)",
1/6/14,1632,1F,3600 LIBERTY HEIGHTS AV,HOMICIDE,FIREARM,643,NORTHWESTERN,Ashburton,"(39.3257500000, -76.6766500000)",
1/6/14,1948,1F,3000 OAKFORD AV,HOMICIDE,FIREARM,532,NORTHERN,Parklane,"(39.3414200000, -76.6644400000)",
1/3/14,1726,1F,1700 ASHBURTON ST,HOMICIDE,FIREARM,723,WESTERN,Coppin Heights/Ash-Co-East,"(39.3074700000, -76.6621800000)",
1/2/14,1810,1F,4300 SHAMROCK AV,HOMICIDE,FIREARM,442,NORTHEASTERN,Belair-Edison,"(39.3268800000, -76.5635600000)",
1/2/14,2115,1F,1800 N Patterson Park Av,HOMICIDE,FIREARM,331,EASTERN,Broadway East,"(39.3110600000, -76.5859100000)",
1/2/14,2115,1F,1800 N Patterson Park Av,HOMICIDE,FIREARM,331,EASTERN,Broadway East,"(39.3110600000, -76.5859100000)",
1/1/14,1520,1F,3900 EDMONDSON AV,HOMICIDE,FIREARM,844,SOUTHWESTERN,Edmondson Village,"(39.2939000000, -76.6812700000)",
1/1/14,1520,1F,3900 EDMONDSON AV,HOMICIDE,FIREARM,844,SOUTHWESTERN,Edmondson Village,"(39.2939000000, -76.6812700000)",
12/31/13,6,1F,100 W HAMBURG ST,HOMICIDE,FIREARM,941,SOUTHERN,Sharp-Leadenhall,"(39.2777900000, -76.6157100000)",
12/29/13,121,1F,2700 E MONUMENT ST,HOMICIDE,FIREARM,323,EASTERN,Madison-Eastend,"(39.2989900000, -76.5794100000)",
12/28/13,53,1K,2800 W LANVALE ST,HOMICIDE,KNIFE,721,WESTERN,Mosher,"(39.2971700000, -76.6635500000)",
12/25/13,2054,1K,900 COPPIN CT,HOMICIDE,KNIFE,922,SOUTHERN,Cherry Hill,"(39.2453800000, -76.6244300000)",
12/23/13,2259,1F,900 N MOUNT ST,HOMICIDE,FIREARM,743,WESTERN,Sandtown-Winchester,"(39.2995600000, -76.6443700000)",
12/22/13,308,1F,300 PARK AV,HOMICIDE,FIREARM,111,CENTRAL,Downtown,"(39.2930300000, -76.6181600000)",
12/22/13,1637,1O,2800 RIDGEWOOD AV,HOMICIDE,OTHER,613,NORTHWESTERN,Towanda-Grantley,"(39.3394100000, -76.6701400000)",
12/21/13,1404,1F,2400 MAISEL CT,HOMICIDE,FIREARM,921,SOUTHERN,Westport,"(39.2631400000, -76.6405300000)",
12/20/13,1439,1F,1200 N LUZERNE AV,HOMICIDE,FIREARM,332,EASTERN,Berea,"(39.3048800000, -76.5812900000)",
12/19/13,1330,1F,1500 E 29TH ST,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3246400000, -76.5948200000)",
12/18/13,1858,1K,500 E 26TH ST,HOMICIDE,KNIFE,513,NORTHERN,Better Waverly,"(39.3190600000, -76.6092900000)",
12/16/13,1130,1F,5200 BEAUFORT AV,HOMICIDE,FIREARM,633,NORTHWESTERN,Arlington,"(39.3471900000, -76.6803000000)",
12/15/13,1924,1F,200 BEALE CT,HOMICIDE,FIREARM,212,SOUTHEASTERN,Dunbar-Broadway,"(39.2937300000, -76.5956100000)",
12/14/13,2247,1F,200 AISQUITH ST,HOMICIDE,FIREARM,211,SOUTHEASTERN,Pleasant View Gardens,"(39.2940300000, -76.6017500000)",
12/13/13,1542,1F,2200 LIBERTY HEIGHTS AV,HOMICIDE,FIREARM,732,NORTHWESTERN,Parkview/Woodbrook,"(39.3185700000, -76.6519900000)",
12/12/13,1152,1F,4500 FERNHILL AV,HOMICIDE,FIREARM,621,NORTHWESTERN,West Arlington,"(39.3376800000, -76.6941600000)",
12/11/13,1820,1F,5200 DENMORE AV,HOMICIDE,FIREARM,633,NORTHWESTERN,Arlington,"(39.3487000000, -76.6780500000)",
12/5/13,1858,1F,3300 VIRGINIA AV,HOMICIDE,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3435700000, -76.6715100000)",
12/4/13,2324,1F,2800 PARKWOOD AV,HOMICIDE,FIREARM,732,WESTERN,Parkview/Woodbrook,"(39.3152000000, -76.6461100000)",
11/30/13,336,1K,1000 E PATAPSCO AV,HOMICIDE,KNIFE,912,SOUTHERN,Fairfield Area,"(39.2342800000, -76.5956300000)",
11/26/13,1827,1F,700 LINNARD ST,HOMICIDE,FIREARM,844,SOUTHWESTERN,Edgewood,"(39.2954600000, -76.6763700000)",
11/23/13,1448,1F,4200 WOODRIDGE RD,HOMICIDE,FIREARM,822,SOUTHWESTERN,Rognel Heights,"(39.2970000000, -76.6862000000)",
11/22/13,2350,1K,5000 SINCLAIR LA,HOMICIDE,KNIFE,443,NORTHEASTERN,Frankford,"(39.3221000000, -76.5481100000)",
11/20/13,1550,1O,4100 HYDEN CT,HOMICIDE,OTHER,913,SOUTHERN,Brooklyn,"(39.2287400000, -76.5976300000)",
11/19/13,1940,1F,2400 LAURETTA AV,HOMICIDE,FIREARM,721,WESTERN,Rosemont Homeowners/Tenants,"(39.2941100000, -76.6549900000)",
11/17/13,1044,1F,1300 N LONGWOOD ST,HOMICIDE,FIREARM,813,SOUTHWESTERN,Rosemont,"(39.3026900000, -76.6672000000)",
11/16/13,12,1F,900 WATSON ST,HOMICIDE,FIREARM,211,SOUTHEASTERN,Jonestown,"(39.2897100000, -76.6037800000)",
11/16/13,2150,1F,300 S CALHOUN ST,HOMICIDE,FIREARM,935,SOUTHERN,New Southwest/Mount Clare,"(39.2843400000, -76.6393500000)",
11/15/13,1642,1F,600 WYANOKE AV,HOMICIDE,FIREARM,542,NORTHERN,Pen Lucy,"(39.3373600000, -76.6070800000)",
11/14/13,1626,1F,1300 LAURENS ST,HOMICIDE,FIREARM,743,WESTERN,Sandtown-Winchester,"(39.3033800000, -76.6390600000)",
11/13/13,430,1F,5100 ARBUTUS AV,HOMICIDE,FIREARM,613,NORTHWESTERN,Langston Hughes,"(39.3433300000, -76.6813100000)",
11/12/13,1315,1F,2500 N EDGECOMBE CIR,HOMICIDE,FIREARM,532,NORTHERN,Parklane,"(39.3417400000, -76.6601500000)",
11/9/13,2305,1F,4400 FRANKFORD AV,HOMICIDE,FIREARM,443,NORTHEASTERN,Frankford,"(39.3359200000, -76.5494000000)",
11/9/13,116,1F,400 N ATHOL AV,HOMICIDE,FIREARM,822,SOUTHWESTERN,Uplands,"(39.2908600000, -76.6892300000)",
11/7/13,241,1F,1500 W BALTIMORE ST,HOMICIDE,FIREARM,711,WESTERN,Franklin Square,"(39.2884500000, -76.6411900000)",
11/7/13,2259,1F,1100 Mc Kean Av,HOMICIDE,FIREARM,743,WESTERN,Sandtown-Winchester,"(39.3013600000, -76.6469200000)",
11/6/13,1807,1F,800 APPLETON ST,HOMICIDE,FIREARM,722,WESTERN,Midtown-Edmondson,"(39.2979300000, -76.6483800000)",
11/5/13,1644,1F,200 S WOLFE ST,HOMICIDE,FIREARM,212,SOUTHEASTERN,Upper Fells Point,"(39.2891300000, -76.5903300000)",
11/5/13,1644,1F,200 S WOLFE ST,HOMICIDE,FIREARM,212,SOUTHEASTERN,Upper Fells Point,"(39.2891300000, -76.5903300000)",
11/5/13,1723,1F,1100 E OLIVER ST,HOMICIDE,FIREARM,343,EASTERN,Oliver,"(39.3071700000, -76.6030900000)",
10/31/13,1311,1F,2000 KENNEDY AV,HOMICIDE,FIREARM,342,EASTERN,East Baltimore Midway,"(39.3131500000, -76.6043200000)",
10/31/13,1311,1F,2000 KENNEDY AV,HOMICIDE,FIREARM,342,EASTERN,East Baltimore Midway,"(39.3131500000, -76.6043200000)",
10/30/13,1525,1F,1900 N ROSEDALE ST,HOMICIDE,FIREARM,811,SOUTHWESTERN,Walbrook,"(39.3091200000, -76.6693600000)",
10/29/13,2310,1F,500 W PRESTON ST,HOMICIDE,FIREARM,121,CENTRAL,Heritage Crossing,"(39.2993300000, -76.6259100000)",
10/26/13,1833,1F,2200 N FULTON AV,HOMICIDE,FIREARM,733,WESTERN,Penn North,"(39.3141300000, -76.6452600000)",
10/25/13,1959,1F,0 N BENTALOU ST,HOMICIDE,FIREARM,714,WESTERN,Penrose/Fayette Street Outreach,"(39.2883200000, -76.6529200000)",
10/24/13,1815,1F,1400 N LONGWOOD ST,HOMICIDE,FIREARM,813,SOUTHWESTERN,Rosemont,"(39.3035200000, -76.6672500000)",
10/23/13,1512,1K,4000 BELLE AV,HOMICIDE,KNIFE,621,NORTHWESTERN,Dorchester,"(39.3333400000, -76.6836500000)",
10/22/13,1548,1F,800 ABBOTT CT,HOMICIDE,FIREARM,312,EASTERN,Oldtown,"(39.3011300000, -76.6057500000)",
10/20/13,1513,1F,1800 W LAFAYETTE AV,HOMICIDE,FIREARM,743,WESTERN,Sandtown-Winchester,"(39.2988000000, -76.6464300000)",
10/20/13,1953,1K,4400 FAIRVIEW AV,HOMICIDE,KNIFE,641,NORTHWESTERN,West Forest Park,"(39.3212800000, -76.6914000000)",
10/19/13,620,1O,1600 MC CULLOH ST,HOMICIDE,OTHER,123,CENTRAL,Upton,"(39.3051600000, -76.6310600000)",
10/19/13,2140,1F,300 S FRANKLINTOWN RD,HOMICIDE,FIREARM,842,SOUTHWESTERN,Shipley Hill,"(39.2835900000, -76.6576500000)",
10/18/13,1756,1F,2000 ORLEANS ST,HOMICIDE,FIREARM,321,EASTERN,CARE,"(39.2953700000, -76.5892600000)",
10/17/13,44,1F,5500 REISTERSTOWN RD,HOMICIDE,FIREARM,623,NORTHWESTERN,Woodmere,"(39.3482500000, -76.6911200000)",
10/15/13,2308,1F,3700 REISTERSTOWN RD,HOMICIDE,FIREARM,612,NORTHWESTERN,Park Circle,"(39.3302700000, -76.6613400000)",
10/14/13,725,1F,3600 BOWERS AV,HOMICIDE,FIREARM,623,NORTHWESTERN,Grove Park,"(39.3358600000, -76.7063300000)",
10/14/13,2147,1F,2600 E CHASE ST,HOMICIDE,FIREARM,323,EASTERN,Biddle Street,"(39.3037800000, -76.5809800000)",
10/11/13,18,1F,5500 GWYNN OAK AV,HOMICIDE,FIREARM,622,NORTHWESTERN,Howard Park,"(39.3285000000, -76.7079800000)",
