CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,Post,District,Neighborhood,Location 1,crimeCaseNumber
11/3/15,1956,1F,1900 PARKSLEY AV,HOMICIDE,FIREARM,831,SOUTHWESTERN,Morrell Park,"(39.2655600000, -76.6535800000)",
10/31/15,1628,1K,200 S SPRING CT,HOMICIDE,KNIFE,211,SOUTHEASTERN,Perkins Homes,"(39.2888000000, -76.5982200000)",
10/30/15,2127,1F,700 E NORTH AV,HOMICIDE,FIREARM,342,EASTERN,East Baltimore Midway,"(39.3115400000, -76.6081300000)",
10/27/15,1710,1F,1500 RUTLAND AV,HOMICIDE,FIREARM,331,EASTERN,Broadway East,"(39.3078900000, -76.5928200000)",
10/27/15,1956,1F,4000 PINKNEY RD,HOMICIDE,FIREARM,632,NORTHWESTERN,Glen,"(39.3538100000, -76.6960100000)",
10/26/15,2150,1F,5400 MOORES RUN DR,HOMICIDE,FIREARM,444,NORTHEASTERN,Frankford,"(39.3304100000, -76.5345800000)",
10/25/15,1300,1F,100 S SCHROEDER ST,HOMICIDE,FIREARM,931,SOUTHERN,Hollins Market,"(39.2867000000, -76.6337000000)",
10/25/15,1500,1F,1500 MC KEAN AV,HOMICIDE,FIREARM,742,WESTERN,Sandtown-Winchester,"(39.3053000000, -76.6471000000)",
10/25/15,2104,1F,2900 GARRISON BLVD,HOMICIDE,FIREARM,641,NORTHWESTERN,Hanlon-Longwood,"(39.3204900000, -76.6772900000)",
10/24/15,1904,1F,1800 AISQUITH ST,HOMICIDE,FIREARM,343,EASTERN,Oliver,"(39.3105100000, -76.6025800000)",
10/22/15,1316,1F,1400 GORSUCH AV,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3237000000, -76.5985500000)",
10/22/15,1822,1F,2000 MC KEAN AV,HOMICIDE,FIREARM,731,WESTERN,Mondawmin,"(39.3116800000, -76.6475000000)",
10/21/15,959,1O,4200 GROVELAND AV,HOMICIDE,OTHER,621,NORTHWESTERN,West Arlington,"(39.3407800000, -76.6899400000)",
10/21/15,1009,1F,3600 PULASKI HWY,HOMICIDE,FIREARM,333,EASTERN,Orangeville,"(39.2963400000, -76.5676100000)",
10/20/15,1554,1F,1100 POPLAR GROVE ST,HOMICIDE,FIREARM,814,SOUTHWESTERN,Franklintown Road,"(39.3004200000, -76.6652900000)",
10/17/15,1913,1F,1200 N DECKER AV,HOMICIDE,FIREARM,332,EASTERN,Berea,"(39.3052100000, -76.5749500000)",
10/16/15,1524,1F,900 N EDEN ST,HOMICIDE,FIREARM,313,EASTERN,Oldtown,"(39.3003600000, -76.5993100000)",
10/16/15,1608,1F,900 PENNSYLVANIA AV,HOMICIDE,FIREARM,121,CENTRAL,Heritage Crossing,"(39.2969200000, -76.6265300000)",
10/15/15,4,1F,6600 HARFORD RD,HOMICIDE,FIREARM,424,NORTHEASTERN,Westfield,"(39.3622200000, -76.5529400000)",
10/15/15,1527,1F,700 N EDEN ST,HOMICIDE,FIREARM,313,EASTERN,Oldtown,"(39.2983400000, -76.5991800000)",
10/13/15,2156,1F,5000 PALMER AV,HOMICIDE,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3481800000, -76.6725400000)",
10/12/15,1857,1F,2100 CLIFTON AV,HOMICIDE,FIREARM,731,WESTERN,Mondawmin,"(39.3118300000, -76.6519400000)",
10/12/15,2011,1F,1100 CLEVELAND ST,HOMICIDE,FIREARM,932,SOUTHERN,Washington Village/Pigtown,"(39.2812900000, -76.6314100000)",
10/11/15,2344,1F,1600 CHURCH ST,HOMICIDE,FIREARM,911,SOUTHERN,Curtis Bay,"(39.2230300000, -76.5877100000)",
10/8/15,1405,1F,1300 W NORTH AV,HOMICIDE,FIREARM,131,WESTERN,Druid Heights,"(39.3101300000, -76.6402300000)",
10/7/15,1039,1F,1400 HORNERS LA,HOMICIDE,FIREARM,433,NORTHEASTERN,Armistead Gardens,"(39.3090000000, -76.5530500000)",
10/7/15,2130,1F,1400 DRUID HILL AV,HOMICIDE,FIREARM,123,CENTRAL,Upton,"(39.3028900000, -76.6296900000)",
10/5/15,2251,1F,2700 FENWICK AV,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3227100000, -76.5897800000)",
10/4/15,1008,1F,1100 ORLEANS ST,HOMICIDE,FIREARM,312,EASTERN,Oldtown,"(39.2949600000, -76.6031200000)",
10/4/15,1645,1O,6400 SEFTON AV,HOMICIDE,OTHER,424,NORTHEASTERN,Westfield,"(39.3585000000, -76.5496900000)",
10/3/15,205,1F,100 N MOUNT ST,HOMICIDE,FIREARM,711,WESTERN,Franklin Square,"(39.2896400000, -76.6439100000)",
10/3/15,1725,1F,3000 JANICE AV,HOMICIDE,FIREARM,923,SOUTHERN,Lakeland,"(39.2556200000, -76.6519300000)",
10/2/15,2149,1F,1700 SHERWOOD AV,HOMICIDE,FIREARM,415,NORTHEASTERN,Loch Raven,"(39.3602500000, -76.5811800000)",
10/2/15,17,1F,5900 CROSS COUNTRY BLVD,HOMICIDE,FIREARM,632,NORTHWESTERN,Mount Washington,"(39.3625300000, -76.6756000000)",
10/2/15,1500,1F,5400 REISTERSTOWN RD,HOMICIDE,FIREARM,623,NORTHWESTERN,Woodmere,"(39.3461200000, -76.6880600000)",
9/30/15,2049,1F,4700 PARKSIDE DR,HOMICIDE,FIREARM,442,NORTHEASTERN,Parkside,"(39.3225200000, -76.5573700000)",
9/30/15,2152,1F,1800 PENROSE AV,HOMICIDE,FIREARM,711,WESTERN,Franklin Square,"(39.2912900000, -76.6462200000)",
9/29/15,1515,1F,5200 WINDSOR MILL RD,HOMICIDE,FIREARM,821,SOUTHWESTERN,Dickeyville,"(39.3107200000, -76.7082400000)",
9/28/15,1045,1F,500 N MOUNT ST,HOMICIDE,FIREARM,713,WESTERN,Harlem Park,"(39.2943200000, -76.6441600000)",
9/24/15,1900,1F,1600 EUTAW PL,HOMICIDE,FIREARM,132,CENTRAL,Madison Park,"(39.3064800000, -76.6295200000)",
9/23/15,1924,1F,3600 FRISBY ST,HOMICIDE,FIREARM,543,NORTHERN,Waverly,"(39.3322300000, -76.6061900000)",
9/22/15,2120,1F,300 S CALHOUN ST,HOMICIDE,FIREARM,935,SOUTHERN,New Southwest/Mount Clare,"(39.2843400000, -76.6393500000)",
9/21/15,1345,1K,0 W CONWAY ST,HOMICIDE,KNIFE,113,CENTRAL,Downtown West,"(39.2842800000, -76.6154100000)",
9/21/15,1715,1F,4800 CORDELIA AV,HOMICIDE,FIREARM,613,NORTHWESTERN,Langston Hughes,"(39.3423900000, -76.6782200000)",
9/19/15,334,1F,900 N CALHOUN ST,HOMICIDE,FIREARM,743,WESTERN,Sandtown-Winchester,"(39.2990500000, -76.6401700000)",
9/19/15,1202,1F,2800 ASHLAND AV,HOMICIDE,FIREARM,323,EASTERN,Madison-Eastend,"(39.3011600000, -76.5781000000)",
9/18/15,339,1O,5200 FRANKFORD AV,HOMICIDE,OTHER,443,NORTHEASTERN,Frankford,"(39.3257800000, -76.5410400000)",
9/16/15,2349,1F,1000 N KENWOOD AV,HOMICIDE,FIREARM,323,EASTERN,Madison-Eastend,"(39.3020900000, -76.5782900000)",
9/15/15,221,1F,2300 MC CULLOH ST,HOMICIDE,FIREARM,733,WESTERN,Penn North,"(39.3107100000, -76.6373700000)",
9/15/15,2355,1F,4600 MARBLE HALL RD,HOMICIDE,FIREARM,413,NORTHEASTERN,New Northwood,"(39.3466900000, -76.5969900000)",
9/14/15,230,1F,5100 ARBUTUS AV,HOMICIDE,FIREARM,613,NORTHWESTERN,Langston Hughes,"(39.3433300000, -76.6813100000)",
9/13/15,401,1F,2300 HARFORD RD,HOMICIDE,FIREARM,342,EASTERN,East Baltimore Midway,"(39.3163100000, -76.5958300000)",
9/12/15,1530,1F,1900 VINE ST,HOMICIDE,FIREARM,714,WESTERN,Penrose/Fayette Street Outreach,"(39.2900700000, -76.6475800000)",
9/11/15,2144,1F,3800 CLIFTON AV,HOMICIDE,FIREARM,812,SOUTHWESTERN,Mount Holly,"(39.3107700000, -76.6808300000)",
9/11/15,2152,1F,2400 BARCLAY ST,HOMICIDE,FIREARM,341,EASTERN,Barclay,"(39.3166900000, -76.6113100000)",
9/11/15,2307,1F,6100 FORTVIEW WY,HOMICIDE,FIREARM,243,SOUTHEASTERN,O'Donnell Heights,"(39.2776600000, -76.5426100000)",
9/7/15,2229,1F,3200 DORITHAN RD,HOMICIDE,FIREARM,643,NORTHWESTERN,East Arlington,"(39.3299000000, -76.6665300000)",
9/4/15,229,1K,0 W North Av,HOMICIDE,KNIFE,141,CENTRAL,Charles North,"(39.3112000000, -76.6167700000)",
9/3/15,56,1F,3000 WYLIE AV,HOMICIDE,FIREARM,532,NORTHERN,Parklane,"(39.3419300000, -76.6653100000)",
9/3/15,1630,1F,3900 9TH ST,HOMICIDE,FIREARM,913,SOUTHERN,Brooklyn,"(39.2319300000, -76.5993000000)",
9/1/15,102,1F,500 N FREMONT AV,HOMICIDE,FIREARM,713,WESTERN,Harlem Park,"(39.2944800000, -76.6319600000)",
9/1/15,2218,1F,2300 N ELLAMONT ST,HOMICIDE,FIREARM,811,SOUTHWESTERN,Walbrook,"(39.3133200000, -76.6712200000)",
8/31/15,1812,1K,4900 CHALLEDON RD,HOMICIDE,KNIFE,821,SOUTHWESTERN,Wakefield,"(39.3124500000, -76.6990100000)",
8/30/15,16,1F,1600 N WOLFE ST,HOMICIDE,FIREARM,331,EASTERN,Broadway East,"(39.3088300000, -76.5915500000)",
8/29/15,306,1K,1600 MORELAND AV,HOMICIDE,KNIFE,723,WESTERN,Coppin Heights/Ash-Co-East,"(39.3065100000, -76.6558100000)",
8/28/15,1812,1F,800 S CLINTON ST,HOMICIDE,FIREARM,232,SOUTHEASTERN,Canton,"(39.2828000000, -76.5697600000)",
8/27/15,436,1F,2400 E NORTHERN PKWY,HOMICIDE,FIREARM,423,NORTHEASTERN,Hamilton Hills,"(39.3677700000, -76.5650800000)",
8/27/15,2031,1F,0 N WICKHAM RD,HOMICIDE,FIREARM,822,SOUTHWESTERN,Tremont,"(39.2835800000, -76.6957800000)",
8/26/15,2239,1F,3300 BRIGHTON ST,HOMICIDE,FIREARM,813,SOUTHWESTERN,Rosemont,"(39.3050100000, -76.6726900000)",
8/26/15,1437,1F,100 S CALVERTON RD,HOMICIDE,FIREARM,842,SOUTHWESTERN,Shipley Hill,"(39.2868400000, -76.6522300000)",
8/22/15,807,1F,2700 N LONGWOOD ST,HOMICIDE,FIREARM,641,NORTHWESTERN,Hanlon-Longwood,"(39.3173100000, -76.6686400000)",
8/20/15,1101,1F,2700 HUNTINGDON AV,HOMICIDE,FIREARM,511,NORTHERN,Remington,"(39.3199000000, -76.6221700000)",
8/20/15,1430,1F,1100 W SARATOGA ST,HOMICIDE,FIREARM,712,WESTERN,Poppleton,"(39.2924200000, -76.6356100000)",
8/19/15,1014,1F,1500 TRACTION ST,HOMICIDE,FIREARM,733,WESTERN,Penn North,"(39.3109800000, -76.6425200000)",
8/19/15,2046,1F,500 S CATHERINE ST,HOMICIDE,FIREARM,841,SOUTHWESTERN,Millhill,"(39.2808100000, -76.6541400000)",
8/18/15,1950,1F,200 N CONKLING ST,HOMICIDE,FIREARM,223,SOUTHEASTERN,Baltimore Highlands,"(39.2953600000, -76.5677700000)",
8/18/15,2052,1F,2200 ASHTON ST,HOMICIDE,FIREARM,841,SOUTHWESTERN,Carrollton Ridge,"(39.2818200000, -76.6515300000)",
8/17/15,5,1F,2100 VINE ST,HOMICIDE,FIREARM,714,WESTERN,Penrose/Fayette Street Outreach,"(39.2899200000, -76.6508600000)",
8/16/15,230,1F,200 N SPRING CT,HOMICIDE,FIREARM,212,SOUTHEASTERN,Dunbar-Broadway,"(39.2937300000, -76.5975800000)",
8/14/15,2319,1F,2500 JEFFERSON ST,HOMICIDE,FIREARM,221,SOUTHEASTERN,McElderry Park,"(39.2967800000, -76.5817200000)",
8/13/15,2239,1F,4700 ALHAMBRA AV,HOMICIDE,FIREARM,524,NORTHERN,Wrenlane,"(39.3446400000, -76.6073600000)",
8/13/15,2239,1F,4700 ALHAMBRA AV,HOMICIDE,FIREARM,524,NORTHERN,Wrenlane,"(39.3446400000, -76.6073600000)",
8/13/15,2239,1F,4700 ALHAMBRA AV,HOMICIDE,FIREARM,524,NORTHERN,Wrenlane,"(39.3446400000, -76.6073600000)",
8/12/15,1840,1F,2400 REISTERSTOWN RD,HOMICIDE,FIREARM,731,WESTERN,Mondawmin,"(39.3157300000, -76.6493900000)",
8/10/15,1642,1F,2700 THE ALAMEDA,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3215600000, -76.5912800000)",
8/10/15,2203,1F,1700 MC CULLOH ST,HOMICIDE,FIREARM,123,CENTRAL,Upton,"(39.3058000000, -76.6318600000)",
8/9/15,1040,1F,4700 GWYNN OAK AV,HOMICIDE,FIREARM,622,NORTHWESTERN,Howard Park,"(39.3313400000, -76.6957400000)",
8/9/15,1656,1F,1000 N PATTERSON PARK AV,HOMICIDE,FIREARM,322,EASTERN,Middle East,"(39.3030700000, -76.5854300000)",
8/9/15,2035,1F,4700 NAVARRO AV,HOMICIDE,FIREARM,621,NORTHWESTERN,West Arlington,"(39.3397800000, -76.6960600000)",
8/7/15,1619,1F,4200 IVANHOE AV,HOMICIDE,FIREARM,542,NORTHERN,Pen Lucy,"(39.3409800000, -76.6043600000)",
8/6/15,427,1F,700 N EDEN ST,HOMICIDE,FIREARM,313,EASTERN,Gay Street,"(39.2983500000, -76.5991100000)",
8/6/15,427,1F,700 N EDEN ST,HOMICIDE,FIREARM,313,EASTERN,Gay Street,"(39.2983500000, -76.5991100000)",
8/6/15,2342,1F,4900 PALMER AV,HOMICIDE,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3472500000, -76.6716700000)",
8/2/15,227,1F,200 N PAYSON ST,HOMICIDE,FIREARM,714,WESTERN,Penrose/Fayette Street Outreach,"(39.2905500000, -76.6488400000)",
8/2/15,122,1F,2100 VINE ST,HOMICIDE,FIREARM,714,WESTERN,Penrose/Fayette Street Outreach,"(39.2899300000, -76.6503900000)",
8/1/15,20,1F,1600 COLE ST,HOMICIDE,FIREARM,935,SOUTHERN,New Southwest/Mount Clare,"(39.2822200000, -76.6423900000)",
7/31/15,1203,1F,2900 SPRINGHILL AV,HOMICIDE,FIREARM,612,NORTHWESTERN,Park Circle,"(39.3309300000, -76.6633000000)",
7/31/15,2148,1F,4500 EDMONDSON AV,HOMICIDE,FIREARM,822,SOUTHWESTERN,Rognel Heights,"(39.2934600000, -76.6936500000)",
7/30/15,1138,1F,3400 ELMORA AV,HOMICIDE,FIREARM,434,NORTHEASTERN,Four By Four,"(39.3159400000, -76.5756000000)",
7/29/15,213,1F,0 N ABINGTON AV,HOMICIDE,FIREARM,842,SOUTHWESTERN,Carroll-South Hilton,"(39.2860400000, -76.6711700000)",
7/29/15,1854,1F,2200 ANNAPOLIS RD,HOMICIDE,FIREARM,921,SOUTHERN,Westport,"(39.2635400000, -76.6336400000)",
7/28/15,1934,1F,2300 DRUID HILL AV,HOMICIDE,FIREARM,733,WESTERN,Penn North,"(39.3108100000, -76.6387200000)",
7/28/15,2304,1F,1400 BLOOMINGDALE RD,HOMICIDE,FIREARM,813,SOUTHWESTERN,Rosemont,"(39.3035500000, -76.6663000000)",
7/27/15,1053,1F,1600 W NORTH AV,HOMICIDE,FIREARM,733,WESTERN,Penn North,"(39.3100500000, -76.6434000000)",
7/26/15,112,1F,4800 ALHAMBRA AV,HOMICIDE,FIREARM,524,NORTHERN,Richnor Springs,"(39.3467700000, -76.6069100000)",
7/26/15,1943,1F,5500 RUBIN AV,HOMICIDE,FIREARM,623,NORTHWESTERN,Woodmere,"(39.3490700000, -76.6884300000)",
7/25/15,204,1F,1800 W SARATOGA ST,HOMICIDE,FIREARM,711,WESTERN,Franklin Square,"(39.2920800000, -76.6454800000)",
7/24/15,2333,1K,2300 HARFORD RD,HOMICIDE,KNIFE,342,EASTERN,East Baltimore Midway,"(39.3158700000, -76.5962700000)",
7/23/15,2122,1K,4000 GLENGYLE AV,HOMICIDE,KNIFE,631,NORTHWESTERN,Fallstaff,"(39.3636400000, -76.7105800000)",
7/23/15,2218,1F,2700 KENNEDY AV,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3229500000, -76.5944700000)",
7/22/15,2309,1F,1200 CLENDENIN ST,HOMICIDE,FIREARM,733,WESTERN,Penn North,"(39.3109300000, -76.6381500000)",
7/21/15,826,1F,4300 ELDONE RD,HOMICIDE,FIREARM,833,SOUTHWESTERN,Yale Heights,"(39.2761100000, -76.6879900000)",
7/21/15,2010,1O,0 MARKET PL,HOMICIDE,OTHER,111,CENTRAL,Downtown,"(39.2883000000, -76.6066500000)",
7/21/15,2322,1F,600 N PAYSON ST,HOMICIDE,FIREARM,722,WESTERN,Midtown-Edmondson,"(39.2954000000, -76.6491100000)",
7/19/15,2103,1F,1100 N LONGWOOD ST,HOMICIDE,FIREARM,814,SOUTHWESTERN,Winchester,"(39.3013400000, -76.6673400000)",
7/15/15,112,1F,3500 W GARRISON AV,HOMICIDE,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3453300000, -76.6769100000)",
7/15/15,1724,1F,0 N CAREY ST,HOMICIDE,FIREARM,711,WESTERN,Franklin Square,"(39.2889800000, -76.6382100000)",
7/15/15,2319,1F,6000 BELLE VISTA AV,HOMICIDE,FIREARM,425,NORTHEASTERN,Glenham-Belhar,"(39.3497700000, -76.5448000000)",
7/13/15,1207,1F,800 N BELNORD AV,HOMICIDE,FIREARM,323,EASTERN,Madison-Eastend,"(39.3004000000, -76.5789000000)",
7/13/15,1230,1F,3400 CARDENAS AV,HOMICIDE,FIREARM,432,NORTHEASTERN,Belair-Edison,"(39.3235800000, -76.5746800000)",
7/12/15,133,1F,1800 E FEDERAL ST,HOMICIDE,FIREARM,331,EASTERN,Broadway East,"(39.3086100000, -76.5923200000)",
7/12/15,654,1F,2400 E EAGER ST,HOMICIDE,FIREARM,322,EASTERN,Milton-Montford,"(39.3018300000, -76.5834500000)",
7/12/15,2046,1F,3400 CHESTERFIELD AV,HOMICIDE,FIREARM,432,NORTHEASTERN,Belair-Edison,"(39.3216800000, -76.5654500000)",
7/12/15,2232,1F,1200 N CAROLINE ST,HOMICIDE,FIREARM,343,EASTERN,Oliver,"(39.3044500000, -76.5980200000)",
7/11/15,2037,1F,2600 BOONE ST,HOMICIDE,FIREARM,513,NORTHERN,Better Waverly,"(39.3203100000, -76.6086700000)",
7/11/15,230,1F,1800 N DURHAM ST,HOMICIDE,FIREARM,331,EASTERN,Broadway East,"(39.3111300000, -76.5923600000)",
7/11/15,2150,1F,4300 WABASH AV,HOMICIDE,FIREARM,643,NORTHWESTERN,Ashburton,"(39.3356300000, -76.6732000000)",
7/10/15,1538,1F,5100 PARK HEIGHTS AV,HOMICIDE,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3486100000, -76.6751100000)",
7/10/15,237,1F,1200 N WOODINGTON RD,HOMICIDE,FIREARM,821,SOUTHWESTERN,Gwynns Falls/Leakin Park,"(39.3012700000, -76.6870100000)",
7/8/15,1320,1F,1700 W LANVALE ST,HOMICIDE,FIREARM,713,WESTERN,Harlem Park,"(39.2976900000, -76.6444000000)",
7/7/15,2010,1F,300 N HILTON ST,HOMICIDE,FIREARM,843,SOUTHWESTERN,Allendale,"(39.2907100000, -76.6725900000)",
7/7/15,2237,1F,900 W FAYETTE ST,HOMICIDE,FIREARM,712,WESTERN,Poppleton,"(39.2899800000, -76.6323500000)",
7/7/15,2237,1F,900 W FAYETTE ST,HOMICIDE,FIREARM,712,WESTERN,Poppleton,"(39.2899800000, -76.6323500000)",
7/7/15,2237,1F,900 W FAYETTE ST,HOMICIDE,FIREARM,712,WESTERN,Poppleton,"(39.2899800000, -76.6323500000)",
7/7/15,2255,1K,1600 RAMBLEWOOD RD,HOMICIDE,KNIFE,415,NORTHEASTERN,Loch Raven,"(39.3596600000, -76.5844900000)",
7/6/15,32,1F,800 SEAGULL AV,HOMICIDE,FIREARM,922,SOUTHERN,Cherry Hill,"(39.2461700000, -76.6202400000)",
7/6/15,957,1F,0 N GILMOR ST,HOMICIDE,FIREARM,711,WESTERN,Franklin Square,"(39.2885400000, -76.6424300000)",
7/5/15,1601,1F,2000 KENNEDY AV,HOMICIDE,FIREARM,342,EASTERN,East Baltimore Midway,"(39.3131500000, -76.6043200000)",
7/3/15,2050,1F,3400 W CATON AV,HOMICIDE,FIREARM,842,SOUTHWESTERN,Saint Josephs,"(39.2866500000, -76.6742400000)",
7/2/15,1346,1F,2700 AUCHENTOROLY TER,HOMICIDE,FIREARM,732,WESTERN,Parkview/Woodbrook,"(39.3150700000, -76.6443500000)",
7/2/15,2117,1K,3700 W ROGERS AV,HOMICIDE,KNIFE,633,NORTHWESTERN,Arlington,"(39.3508400000, -76.6848900000)",
6/29/15,1614,1F,2400 HARRIET AV,HOMICIDE,FIREARM,923,SOUTHERN,Lakeland,"(39.2557700000, -76.6508100000)",
6/28/15,309,1K,100 N JANNEY ST,HOMICIDE,KNIFE,241,SOUTHEASTERN,Kresson,"(39.2941300000, -76.5608400000)",
6/28/15,1434,1F,700 N CAROLINE ST,HOMICIDE,FIREARM,321,EASTERN,Dunbar-Broadway,"(39.2980800000, -76.5975500000)",
6/27/15,1509,1F,3300 W CATON AV,HOMICIDE,FIREARM,842,SOUTHWESTERN,Saint Josephs,"(39.2858700000, -76.6731800000)",
6/25/15,213,1F,1300 N STRICKER ST,HOMICIDE,FIREARM,743,WESTERN,Sandtown-Winchester,"(39.3034600000, -76.6418400000)",
6/23/15,330,1F,4300 RIDGEWOOD AV,HOMICIDE,FIREARM,622,NORTHWESTERN,Howard Park,"(39.3366000000, -76.6919100000)",
6/22/15,1721,1O,3700 BRENDAN AV,HOMICIDE,OTHER,432,NORTHEASTERN,Belair-Edison,"(39.3174300000, -76.5671600000)",
6/21/15,1755,1F,2300 BELAIR RD,HOMICIDE,FIREARM,431,NORTHEASTERN,Clifton Park,"(39.3176700000, -76.5782800000)",
6/16/15,2225,1F,800 MC KIM ST,HOMICIDE,FIREARM,312,EASTERN,Penn-Fallsway,"(39.2990300000, -76.6062500000)",
6/15/15,2359,1F,2700 HARLEM AV,HOMICIDE,FIREARM,721,WESTERN,Mosher,"(39.2955400000, -76.6617100000)",
6/14/15,219,1F,700 GLENWOOD AV,HOMICIDE,FIREARM,524,NORTHERN,Woodbourne-McCabe,"(39.3534300000, -76.6063400000)",
6/12/15,1749,1F,2200 N FULTON AV,HOMICIDE,FIREARM,732,WESTERN,Parkview/Woodbrook,"(39.3133000000, -76.6462400000)",
6/12/15,254,1F,1100 N Franklintown Rd,HOMICIDE,FIREARM,814,SOUTHWESTERN,Franklintown Road,"(39.2995300000, -76.6696300000)",
6/12/15,254,1F,1100 N Franklintown Rd,HOMICIDE,FIREARM,814,SOUTHWESTERN,Franklintown Road,"(39.2995300000, -76.6696300000)",
6/12/15,1524,1O,1200 N EDEN ST,HOMICIDE,OTHER,343,EASTERN,Oliver,"(39.3046800000, -76.5995700000)",
6/11/15,1956,1F,4800 FREDERICK AV,HOMICIDE,FIREARM,822,SOUTHWESTERN,Tremont,"(39.2814200000, -76.6949700000)",
6/8/15,7,1F,1100 EDISON HWY,HOMICIDE,FIREARM,323,EASTERN,Biddle Street,"(39.3042600000, -76.5729100000)",
6/8/15,434,1F,4300 WEST BAY AV,HOMICIDE,FIREARM,913,SOUTHERN,Brooklyn,"(39.2278800000, -76.5938700000)",
6/8/15,1059,1F,600 AISQUITH ST,HOMICIDE,FIREARM,312,EASTERN,Oldtown,"(39.2976800000, -76.6018400000)",
6/7/15,453,1F,5200 PARK HEIGHTS AV,HOMICIDE,FIREARM,633,NORTHWESTERN,Pimlico Good Neighbors,"(39.3491100000, -76.6761100000)",
6/7/15,607,1O,6100 EASTERN PKWY,HOMICIDE,OTHER,424,NORTHEASTERN,Westfield,"(39.3551800000, -76.5468000000)",
6/7/15,1650,1F,2200 ANNAPOLIS RD,HOMICIDE,FIREARM,921,SOUTHERN,Westport,"(39.2643600000, -76.6331900000)",
6/6/15,1315,1K,500 DOLPHIN ST,HOMICIDE,KNIFE,123,CENTRAL,Upton,"(39.3006800000, -76.6281200000)",
6/2/15,2036,1O,3300 MONDAWMIN AV,HOMICIDE,OTHER,641,NORTHWESTERN,Hanlon-Longwood,"(39.3152400000, -76.6730600000)",
6/2/15,29,1F,4100 GRENTON AV,HOMICIDE,FIREARM,426,NORTHEASTERN,Waltherson,"(39.3343800000, -76.5620600000)",
6/2/15,204,1F,400 GOLD ST,HOMICIDE,FIREARM,131,CENTRAL,Druid Heights,"(39.3095200000, -76.6367400000)",
6/2/15,1735,1F,500 EDGEWOOD ST,HOMICIDE,FIREARM,843,SOUTHWESTERN,Allendale,"(39.2928500000, -76.6755100000)",
6/2/15,2258,1F,5200 EUGENE AV,HOMICIDE,FIREARM,426,NORTHEASTERN,Waltherson,"(39.3390700000, -76.5553700000)",
6/1/15,1417,1O,2500 W BELVEDERE AV,HOMICIDE,OTHER,532,NORTHERN,Levindale,"(39.3529200000, -76.6668600000)",
5/31/15,112,1F,2000 BELAIR RD,HOMICIDE,FIREARM,431,NORTHEASTERN,Clifton Park,"(39.3144200000, -76.5819800000)",
5/31/15,112,1F,2000 BELAIR RD,HOMICIDE,FIREARM,431,NORTHEASTERN,Clifton Park,"(39.3144200000, -76.5819800000)",
5/31/15,1112,1F,1900 N COLLINGTON AV,HOMICIDE,FIREARM,331,EASTERN,South Clifton Park,"(39.3128900000, -76.5875700000)",
5/29/15,1628,1F,4100 W BELVEDERE AV,HOMICIDE,FIREARM,623,NORTHWESTERN,Woodmere,"(39.3427500000, -76.6837500000)",
5/29/15,2043,1F,1100 WASHINGTON BLVD,HOMICIDE,FIREARM,932,SOUTHERN,Washington Village/Pigtown,"(39.2828800000, -76.6326000000)",
5/28/15,816,1F,100 UPMANOR RD,HOMICIDE,FIREARM,822,SOUTHWESTERN,Uplands,"(39.2877600000, -76.6900400000)",
5/28/15,816,1F,100 UPMANOR RD,HOMICIDE,FIREARM,822,SOUTHWESTERN,Uplands,"(39.2877600000, -76.6900400000)",
5/26/15,13,1F,500 E 21ST ST,HOMICIDE,FIREARM,342,EASTERN,East Baltimore Midway,"(39.3135600000, -76.6093400000)",
5/25/15,29,1F,800 W FAYETTE ST,HOMICIDE,FIREARM,712,WESTERN,Poppleton,"(39.2900800000, -76.6295600000)",
5/25/15,145,1F,5300 ST GEORGES AV,HOMICIDE,FIREARM,524,NORTHERN,Kenilworth Park,"(39.3528100000, -76.6013900000)",
5/24/15,1251,1F,900 DUCATEL ST,HOMICIDE,FIREARM,133,CENTRAL,Reservoir Hill,"(39.3123800000, -76.6342900000)",
5/23/15,906,1F,100 S AUGUSTA AV,HOMICIDE,FIREARM,843,SOUTHWESTERN,Irvington,"(39.2846900000, -76.6848200000)",
5/23/15,1328,1F,2000 HOLLINS ST,HOMICIDE,FIREARM,842,SOUTHWESTERN,Boyd-Booth,"(39.2870900000, -76.6488100000)",
5/23/15,1400,1F,2800 ST LO DR,HOMICIDE,FIREARM,431,NORTHEASTERN,Clifton Park,"(39.3188400000, -76.5871300000)",
5/22/15,2306,1F,0 BENKERT AV,HOMICIDE,FIREARM,842,SOUTHWESTERN,Saint Josephs,"(39.2857900000, -76.6738300000)",
5/22/15,2351,1F,1900 WILHELM ST,HOMICIDE,FIREARM,934,SOUTHERN,Carrollton Ridge,"(39.2836900000, -76.6474100000)",
